Is_Host,Num_Athletes,Female_Ratio,Num_Sports,Num_Events,Total_Events,Total_Discipline,Total_Sports,Year,NOC
0.0,8.93563701538369e-05,0.0,0.008408870548009872,0.0003455930564086884,0.0,0.0,0.0,1904,France
0.0,0.001965840143384412,0.0,0.07567983493208885,0.004319913205108605,0.0,0.0,0.0,1904,Germany
0.0,0.0005361382209230214,0.0,0.025226611644029617,0.0006911861128173769,0.0,0.0,0.0,1904,Great Britain
0.0,0.0012509891821537167,0.0,0.025226611644029617,0.0008639826410217211,0.0,0.0,0.0,1904,Greece
0.0,0.0003574254806153476,0.0,0.016817741096019745,0.001555168753839098,0.0,0.0,0.0,1904,Hungary
0.0,8.93563701538369e-05,0.0,0.008408870548009872,0.0001727965282043442,0.0,0.0,0.0,1904,Italy
0.0,8.93563701538369e-05,0.0,0.008408870548009872,0.0001727965282043442,0.0,0.0,0.0,1904,NFL
0.0,0.0002680691104615107,0.0,0.016817741096019745,0.0010367791692260653,0.0,0.0,0.0,1904,Norway
0.0,0.0007148509612306952,0.0,0.016817741096019745,0.0003455930564086884,0.0,0.0,0.0,1904,South Africa
0.0,0.0002680691104615107,0.0,0.016817741096019745,0.0006911861128173769,0.0,0.0,0.0,1904,Switzerland
0.9913289546966553,0.04628659973968752,0.0,0.1513596698641777,0.0164156701794127,0.0,0.0,0.0,1904,United States
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Australia
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Austria
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Belgium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,CRT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Canada
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Czech Republic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Denmark
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Egypt
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Finland
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,France
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Germany
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Great Britain
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Greece
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Hungary
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Italy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Netherlands
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Norway
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Sweden
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Switzerland
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,Turkey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906,United States
0.0,0.9173803329467773,0.0206075981259346,0.0017682925099506974,0.06024381145834923,0.0,0.0,0.0,1908,Argentina
0.0,27.52140998840332,0.0206075981259346,0.010609755059704185,1.2048762291669846,0.0,0.0,0.0,1908,Australia
0.0,6.421662330627441,0.0206075981259346,0.00707317003980279,0.6024381145834923,0.0,0.0,0.0,1908,Austria
0.0,64.21662330627441,0.0206075981259346,0.01945121760945767,1.9880457781255245,0.0,0.0,0.0,1908,Belgium
0.0,79.81208896636963,0.0206075981259346,0.01945121760945767,2.5302400812506676,0.0,0.0,0.0,1908,Canada
0.0,17.43022632598877,0.0206075981259346,0.008841462549753487,0.9036571718752384,0.0,0.0,0.0,1908,Czech Republic
0.0,71.55566596984863,0.0206075981259346,0.01414634007960558,1.6265829093754292,0.0,0.0,0.0,1908,Denmark
0.0,56.877580642700195,0.0206075981259346,0.010609755059704185,1.3856076635420322,0.0,0.0,0.0,1908,Finland
0.0,190.8151092529297,0.0206075981259346,0.022987802629359066,3.2531658187508583,0.0,0.0,0.0,1908,France
0.0,75.22518730163574,0.020329117070178728,0.02121951011940837,2.4699962697923183,0.0,0.0,0.0,1908,Germany
0.0,671.522403717041,0.019717146355060885,0.04243902023881674,6.506331637501717,0.0,0.0,0.0,1908,Great Britain
0.0,18.347606658935547,0.0206075981259346,0.005304877529852092,1.5060952864587307,0.0,0.0,0.0,1908,Greece
0.0,59.62972164154053,0.0206075981259346,0.01414634007960558,2.2290210239589214,0.0,0.0,0.0,1908,Hungary
0.0,0.9173803329467773,0.0206075981259346,0.0017682925099506974,0.06024381145834923,0.0,0.0,0.0,1908,Iceland
0.0,60.547101974487305,0.0206075981259346,0.01414634007960558,1.8073143437504768,0.0,0.0,0.0,1908,Italy
0.0,103.66397762298584,0.0206075981259346,0.01945121760945767,2.7109715156257153,0.0,0.0,0.0,1908,Netherlands
0.0,63.29924297332764,0.0206075981259346,0.012378047569654882,1.3856076635420322,0.0,0.0,0.0,1908,Norway
0.0,5.504281997680664,0.0206075981259346,0.005304877529852092,0.4217066802084446,0.0,0.0,0.0,1908,Russia
0.0,12.843324661254883,0.0206075981259346,0.00707317003980279,0.9036571718752384,0.0,0.0,0.0,1908,South Africa
0.0,150.45037460327148,0.020383602494130963,0.024756095139309764,4.036335367709398,0.0,0.0,0.0,1908,Sweden
0.0,0.9173803329467773,0.0206075981259346,0.0017682925099506974,0.06024381145834923,0.0,0.0,0.0,1908,Switzerland
0.0,109.1682596206665,0.0206075981259346,0.017682925099506974,3.13267819583416,0.0,0.0,0.0,1908,United States
0.0,3.282800316810608,0.039810994345890846,0.08604103326797485,12.819292068481445,0.0,0.0,0.0,1912,Australia
0.0,11.161521077156067,0.03883917714384469,0.25812309980392456,34.687496185302734,0.0,0.0,0.0,1912,Austria
0.0,4.727232456207275,0.041439067417134844,0.19359232485294342,17.343748092651367,0.0,0.0,0.0,1912,Belgium
0.0,4.8585444688797,0.042022716253995895,0.150571808218956,22.62228012084961,0.0,0.0,0.0,1912,Canada
0.0,1.8383681774139404,0.042022716253995895,0.08604103326797485,12.065216064453125,0.0,0.0,0.0,1912,Chile
0.0,5.646416544914246,0.042022716253995895,0.1720820665359497,19.605976104736328,0.0,0.0,0.0,1912,Czech Republic
0.0,19.302865862846375,0.041662006243231985,0.2796333581209183,34.687496185302734,0.0,0.0,0.0,1912,Denmark
0.0,21.535170078277588,0.041662006243231985,0.21510258316993713,36.949724197387695,0.0,0.0,0.0,1912,Finland
0.0,15.626129508018494,0.04166045145870283,0.2796333581209183,49.76901626586914,0.0,0.0,0.0,1912,France
0.0,24.2927223443985,0.040675834322778076,0.301143616437912,52.0312442779541,0.0,0.0,0.0,1912,Germany
0.0,35.84817945957184,0.0404730716199006,0.3441641330718994,59.572004318237305,0.0,0.0,0.0,1912,Great Britain
0.0,2.888864278793335,0.042022716253995895,0.10755129158496857,18.851900100708008,0.0,0.0,0.0,1912,Greece
0.0,15.888753533363342,0.042022716253995895,0.23661284148693085,39.211952209472656,0.0,0.0,0.0,1912,Hungary
0.0,0.26262402534484863,0.042022716253995895,0.04302051663398743,1.5081520080566406,0.0,0.0,0.0,1912,Iceland
0.0,8.666592836380005,0.042022716253995895,0.1720820665359497,27.14673614501953,0.0,0.0,0.0,1912,Italy
0.0,0.26262402534484863,0.042022716253995895,0.021510258316993713,3.0163040161132812,0.0,0.0,0.0,1912,Japan
0.0,2.7575522661209106,0.042022716253995895,0.04302051663398743,4.524456024169922,0.0,0.0,0.0,1912,Luxembourg
0.0,4.333296418190002,0.042022716253995895,0.150571808218956,10.557064056396484,0.0,0.0,0.0,1912,Netherlands
0.0,24.94928240776062,0.0415433696807564,0.301143616437912,43.73640823364258,0.0,0.0,0.0,1912,Norway
0.0,0.13131201267242432,0.042022716253995895,0.021510258316993713,0.7540760040283203,0.0,0.0,0.0,1912,Poland
0.0,0.7878720760345459,0.042022716253995895,0.06453077495098114,6.0326080322265625,0.0,0.0,0.0,1912,Portugal
0.0,20.878610014915466,0.042022716253995895,0.3226538747549057,46.75271224975586,0.0,0.0,0.0,1912,Russia
0.0,0.26262402534484863,0.042022716253995895,0.021510258316993713,1.5081520080566406,0.0,0.0,0.0,1912,Serbia
0.0,2.7575522661209106,0.042022716253995895,0.12906154990196228,15.835596084594727,0.0,0.0,0.0,1912,South Africa
0.05107903108000755,56.98941349983215,0.03978621314804093,0.3441641330718994,71.63722038269043,0.0,0.0,0.0,1912,Sweden
0.0,0.9191840887069702,0.042022716253995895,0.04302051663398743,2.262228012084961,0.0,0.0,0.0,1912,Switzerland
0.0,0.26262402534484863,0.042022716253995895,0.021510258316993713,5.278532028198242,0.0,0.0,0.0,1912,Turkey
0.0,0.26262402534484863,0.042022716253995895,0.021510258316993713,0.7540760040283203,0.0,0.0,0.0,1912,UNK
0.0,22.585666179656982,0.042022716253995895,0.23661284148693085,51.27716827392578,0.0,0.0,0.0,1912,United States
0.0,0.6148959994316101,0.13893179595470428,0.15795104205608368,0.06608100235462189,0.0,0.0,0.0,1920,Argentina
0.0,7.993647992610931,0.12455954120076936,0.7897552102804184,1.2555390447378159,0.0,0.0,0.0,1920,Australia
0.02214018441736698,206.605055809021,0.13410405014932844,3.6328739672899246,7.995801284909248,0.0,0.0,0.0,1920,Belgium
0.0,11.683023989200592,0.13893179595470428,0.7897552102804184,0.6608100235462189,0.0,0.0,0.0,1920,Brazil
0.0,31.974591970443726,0.13893179595470428,1.4215593785047531,2.5771590918302536,0.0,0.0,0.0,1920,Canada
0.0,1.2297919988632202,0.13893179595470428,0.15795104205608368,0.13216200470924377,0.0,0.0,0.0,1920,Chile
0.0,73.1726239323616,0.13816843443846966,2.053363546729088,3.50229312479496,0.0,0.0,0.0,1920,Czech Republic
0.0,92.84929591417313,0.1349784521673753,2.2113145887851715,4.3613461554050446,0.0,0.0,0.0,1920,Denmark
0.0,11.068127989768982,0.13893179595470428,0.9477062523365021,0.7268910259008408,0.0,0.0,0.0,1920,Egypt
0.0,8.608543992042542,0.13893179595470428,0.47385312616825104,1.2555390447378159,0.0,0.0,0.0,1920,Estonia
0.0,38.73844796419144,0.13791023863150792,1.4215593785047531,3.3701311200857162,0.0,0.0,0.0,1920,Finland
0.0,186.92838382720947,0.13432122750488001,3.6328739672899246,7.467153266072273,0.0,0.0,0.0,1920,France
0.0,143.88566386699677,0.12644806936167288,3.3169718831777573,5.5508041977882385,0.0,0.0,0.0,1920,Great Britain
0.0,28.900111973285675,0.13893179595470428,1.2636083364486694,2.246754080057144,0.0,0.0,0.0,1920,Greece
0.0,3.0744799971580505,0.13893179595470428,0.31590208411216736,0.3964860141277313,0.0,0.0,0.0,1920,India
0.0,106.37700790166855,0.13797693825054824,2.8431187570095062,5.220399186015129,0.0,0.0,0.0,1920,Italy
0.0,9.223439991474152,0.13893179595470428,0.6318041682243347,0.9912150353193283,0.0,0.0,0.0,1920,Japan
0.0,15.372399985790253,0.13893179595470428,0.9477062523365021,1.189458042383194,0.0,0.0,0.0,1920,Luxembourg
0.0,2.4595839977264404,0.13893179595470428,0.31590208411216736,0.3964860141277313,0.0,0.0,0.0,1920,Monaco
0.0,79.93647992610931,0.1382795340018653,2.369265630841255,3.8326981365680695,0.0,0.0,0.0,1920,Netherlands
0.0,2.4595839977264404,0.09262119730313619,0.47385312616825104,0.3964860141277313,0.0,0.0,0.0,1920,New Zealand
0.0,118.67492789030075,0.13580973312426148,2.527216672897339,4.757832169532776,0.0,0.0,0.0,1920,Norway
0.0,7.993647992610931,0.13893179595470428,0.31590208411216736,0.4625670164823532,0.0,0.0,0.0,1920,Portugal
0.0,9.223439991474152,0.13893179595470428,0.15795104205608368,0.06608100235462189,0.0,0.0,0.0,1920,Serbia
0.0,23.980943977832794,0.13606722284223616,1.1056572943925858,2.246754080057144,0.0,0.0,0.0,1920,South Africa
0.0,35.663967967033386,0.13893179595470428,1.1056572943925858,1.9163490682840347,0.0,0.0,0.0,1920,Spain
0.0,157.4133758544922,0.13102231252163943,2.8431187570095062,6.608100235462189,0.0,0.0,0.0,1920,Sweden
0.0,47.34699195623398,0.13893179595470428,2.053363546729088,2.973645105957985,0.0,0.0,0.0,1920,Switzerland
0.0,175.24535983800888,0.13246985195681107,2.8431187570095062,7.467153266072273,0.0,0.0,0.0,1920,United States
0.0,57.24119246006012,0.09807606786489487,0.2542020548135042,2.2253635190427303,0.0,0.0,0.0,1924,Argentina
0.0,26.762115955352783,0.09644146673381328,0.2079834993928671,1.7688786946237087,0.0,0.0,0.0,1924,Australia
0.0,36.42621338367462,0.09282199280070406,0.18487422168254852,1.540636282414198,0.0,0.0,0.0,1924,Austria
0.0,127.86344289779663,0.09388478291340363,0.3928577210754156,4.6789694502949715,0.0,0.0,0.0,1924,Belgium
0.0,8.920705318450928,0.09807606786489487,0.09243711084127426,0.8559090457856655,0.0,0.0,0.0,1924,Brazil
0.0,17.841410636901855,0.09807606786489487,0.09243711084127426,0.6847272366285324,0.0,0.0,0.0,1924,Bulgaria
0.0,48.32048714160919,0.09807606786489487,0.18487422168254852,2.2253635190427303,0.0,0.0,0.0,1924,Canada
0.0,9.664097428321838,0.09807606786489487,0.11554638855159283,0.6847272366285324,0.0,0.0,0.0,1924,Chile
0.0,6.690528988838196,0.09807606786489487,0.04621855542063713,0.1711818091571331,0.0,0.0,0.0,1924,Cuba
0.0,98.87115061283112,0.09645497583407016,0.36974844336509705,4.279545228928328,0.0,0.0,0.0,1924,Czech Republic
0.0,66.16189777851105,0.08628211033683789,0.30042061023414135,3.423636183142662,0.0,0.0,0.0,1924,Denmark
0.0,2.230176329612732,0.09807606786489487,0.023109277710318565,0.2282424122095108,0.0,0.0,0.0,1924,Ecuador
0.0,17.841410636901855,0.09807606786489487,0.2079834993928671,0.6847272366285324,0.0,0.0,0.0,1924,Egypt
0.0,27.505508065223694,0.09807606786489487,0.11554638855159283,1.4835756793618202,0.0,0.0,0.0,1924,Estonia
0.0,89.95044529438019,0.09807606786489487,0.2773113325238228,3.9371816106140614,0.0,0.0,0.0,1924,Finland
0.07836190611124039,298.10023605823517,0.09036568517111383,0.4621855542063713,7.303757190704346,0.0,0.0,0.0,1924,France
0.0,198.48569333553314,0.08913922990524323,0.4159669987857342,6.561969351023436,0.0,0.0,0.0,1924,Great Britain
0.0,28.992292284965515,0.0955931294379355,0.2079834993928671,2.111242312937975,0.0,0.0,0.0,1924,Greece
0.0,5.947136878967285,0.09807606786489487,0.04621855542063713,0.5135454274713993,0.0,0.0,0.0,1924,Haiti
0.0,66.16189777851105,0.09527389449732644,0.2773113325238228,3.081272564828396,0.0,0.0,0.0,1924,Hungary
0.0,9.664097428321838,0.08990306220948696,0.04621855542063713,0.7417878396809101,0.0,0.0,0.0,1924,India
0.0,35.68282127380371,0.08826846107840539,0.1386556662619114,1.6547574885189533,0.0,0.0,0.0,1924,Ireland
0.0,147.93502986431122,0.09601440878064783,0.4159669987857342,5.306636083871126,0.0,0.0,0.0,1924,Italy
0.0,14.124450087547302,0.09807606786489487,0.09243711084127426,1.1982726640999317,0.0,0.0,0.0,1924,Japan
0.0,26.762115955352783,0.09807606786489487,0.1386556662619114,1.3123938702046871,0.0,0.0,0.0,1924,Latvia
0.0,9.664097428321838,0.09807606786489487,0.04621855542063713,0.1141212061047554,0.0,0.0,0.0,1924,Lithuania
0.0,35.68282127380371,0.09646826347366708,0.23109277710318565,1.9971211068332195,0.0,0.0,0.0,1924,Luxembourg
0.0,11.15088164806366,0.09807606786489487,0.0693278331309557,0.8559090457856655,0.0,0.0,0.0,1924,Mexico
0.0,5.2037447690963745,0.09807606786489487,0.09243711084127426,0.3423636183142662,0.0,0.0,0.0,1924,Monaco
0.0,131.58040344715118,0.0920958198243525,0.3928577210754156,4.621908847242594,0.0,0.0,0.0,1924,Netherlands
0.0,2.9735684394836426,0.06538404524326324,0.0693278331309557,0.3423636183142662,0.0,0.0,0.0,1924,New Zealand
0.0,46.09031081199646,0.09433983670813698,0.23109277710318565,2.453605931252241,0.0,0.0,0.0,1924,Norway
0.0,0.7433921098709106,0.09807606786489487,0.023109277710318565,0.1141212061047554,0.0,0.0,0.0,1924,Philippines
0.0,48.32048714160919,0.09709530718624591,0.23109277710318565,2.1683029159903526,0.0,0.0,0.0,1924,Poland
0.0,20.814979076385498,0.09807606786489487,0.18487422168254852,0.9129696488380432,0.0,0.0,0.0,1924,Portugal
0.0,26.018723845481873,0.09807606786489487,0.09243711084127426,0.3994242213666439,0.0,0.0,0.0,1924,Romania
0.0,2.230176329612732,0.06538404524326324,0.023109277710318565,0.1141212061047554,0.0,0.0,0.0,1924,Russia
0.0,31.222468614578247,0.09807606786489487,0.2079834993928671,1.540636282414198,0.0,0.0,0.0,1924,Serbia
0.0,22.30176329612732,0.09807606786489487,0.16176494397222996,1.4265150763094425,0.0,0.0,0.0,1924,South Africa
0.0,70.62225043773651,0.09417900556562753,0.3466391656547785,2.510666534304619,0.0,0.0,0.0,1924,Spain
0.0,116.71256124973297,0.08811521722236648,0.3466391656547785,4.793090656399727,0.0,0.0,0.0,1924,Sweden
0.0,104.8182874917984,0.09620438718045031,0.3928577210754156,4.22248462587595,0.0,0.0,0.0,1924,Switzerland
0.0,16.354626417160034,0.09807606786489487,0.11554638855159283,0.6276666335761547,0.0,0.0,0.0,1924,Turkey
0.0,220.78745663166046,0.09059750059850855,0.4159669987857342,6.162545129656792,0.0,0.0,0.0,1924,United States
0.0,19.328194856643677,0.09807606786489487,0.09243711084127426,0.6276666335761547,0.0,0.0,0.0,1924,Uruguay
0.0,12.234516620635986,0.06877855211496353,0.5550520867109299,29.107201099395752,0.0,0.0,0.0,1928,Argentina
0.0,2.7187814712524414,0.052176832638937846,0.27752604335546494,18.91968071460724,0.0,0.0,0.0,1928,Australia
0.0,11.026169300079346,0.06512659359558494,0.601306427270174,28.379521071910858,0.0,0.0,0.0,1928,Austria
0.0,28.245118618011475,0.06454602583096578,0.6938151083886623,65.49120247364044,0.0,0.0,0.0,1928,Belgium
0.0,0.7552170753479004,0.06877855211496353,0.09250868111848831,3.638400137424469,0.0,0.0,0.0,1928,Bulgaria
0.0,10.421995639801025,0.06147463507620634,0.37003472447395325,35.656321346759796,0.0,0.0,0.0,1928,Canada
0.0,5.739649772644043,0.06877855211496353,0.27752604335546494,16.008960604667664,0.0,0.0,0.0,1928,Chile
0.0,0.15104341506958008,0.06877855211496353,0.046254340559244156,0.7276800274848938,0.0,0.0,0.0,1928,Cuba
0.0,10.421995639801025,0.06831067080805901,0.6475607678294182,37.111681401729584,0.0,0.0,0.0,1928,Czech Republic
0.0,13.744950771331787,0.06201344862824581,0.6475607678294182,40.02240151166916,0.0,0.0,0.0,1928,Denmark
0.0,4.8333892822265625,0.06877855211496353,0.23127170279622078,10.187520384788513,0.0,0.0,0.0,1928,Egypt
0.0,3.0208683013916016,0.06877855211496353,0.23127170279622078,13.825920522212982,0.0,0.0,0.0,1928,Estonia
0.0,10.421995639801025,0.06773645284049438,0.5087977461516857,34.9286413192749,0.0,0.0,0.0,1928,Finland
0.0,38.51607084274292,0.05997750516186393,0.7863237895071507,81.5001630783081,0.0,0.0,0.0,1928,France
0.0,44.25572061538696,0.06119394987672194,0.7400694489479065,69.12960261106491,0.0,0.0,0.0,1928,Germany
0.0,34.891028881073,0.06139554369584315,0.6475607678294182,61.12512230873108,0.0,0.0,0.0,1928,Great Britain
0.0,3.473998546600342,0.06877855211496353,0.18501736223697662,18.91968071460724,0.0,0.0,0.0,1928,Greece
0.0,0.30208683013916016,0.06877855211496353,0.046254340559244156,2.1830400824546814,0.0,0.0,0.0,1928,Haiti
0.0,16.46373224258423,0.06375363506546848,0.5550520867109299,45.84384173154831,0.0,0.0,0.0,1928,Hungary
0.0,3.1719117164611816,0.06877855211496353,0.09250868111848831,7.276800274848938,0.0,0.0,0.0,1928,India
0.0,5.739649772644043,0.057836509733037514,0.27752604335546494,19.647360742092133,0.0,0.0,0.0,1928,Ireland
0.0,26.281554222106934,0.06348789425996634,0.6938151083886623,58.9420822262764,0.0,0.0,0.0,1928,Italy
0.0,6.041736602783203,0.06632217525371484,0.3237803839147091,22.558080852031708,0.0,0.0,0.0,1928,Japan
0.0,2.5677380561828613,0.06304700610538323,0.27752604335546494,10.187520384788513,0.0,0.0,0.0,1928,Latvia
0.0,1.812520980834961,0.06348789425996634,0.18501736223697662,7.276800274848938,0.0,0.0,0.0,1928,Lithuania
0.0,7.250083923339844,0.06749297170159972,0.46254340559244156,22.558080852031708,0.0,0.0,0.0,1928,Luxembourg
0.0,1.3593907356262207,0.06877855211496353,0.046254340559244156,0.7276800274848938,0.0,0.0,0.0,1928,Malta
0.0,4.531302452087402,0.06877855211496353,0.27752604335546494,13.098240494728088,0.0,0.0,0.0,1928,Mexico
0.0,1.5104341506958008,0.06877855211496353,0.18501736223697662,5.82144021987915,0.0,0.0,0.0,1928,Monaco
0.006243671756237745,40.1775484085083,0.058927457410997405,0.7863237895071507,74.95104283094406,0.0,0.0,0.0,1928,Netherlands
0.0,1.3593907356262207,0.04232526283997756,0.13876302167773247,8.732160329818726,0.0,0.0,0.0,1928,New Zealand
0.0,7.854257583618164,0.06877855211496353,0.4162890650331974,30.56256115436554,0.0,0.0,0.0,1928,Norway
0.0,0.15104341506958008,0.06877855211496353,0.046254340559244156,1.4553600549697876,0.0,0.0,0.0,1928,Panama
0.0,0.6041736602783203,0.06877855211496353,0.09250868111848831,4.366080164909363,0.0,0.0,0.0,1928,Philippines
0.0,14.047037601470947,0.062183348487501275,0.5087977461516857,32.01792120933533,0.0,0.0,0.0,1928,Poland
0.0,4.682345867156982,0.06877855211496353,0.37003472447395325,10.187520384788513,0.0,0.0,0.0,1928,Portugal
0.0,3.1719117164611816,0.06461015501708696,0.09250868111848831,11.6428804397583,0.0,0.0,0.0,1928,Romania
0.0,5.135476112365723,0.06877855211496353,0.27752604335546494,15.28128057718277,0.0,0.0,0.0,1928,Serbia
0.0,3.625041961669922,0.048144986480474466,0.3237803839147091,18.192000687122345,0.0,0.0,0.0,1928,South Africa
0.0,12.083473205566406,0.06877855211496353,0.46254340559244156,24.74112093448639,0.0,0.0,0.0,1928,Spain
